Genotype,Envir,Management,Row,Position,Fruit_number,R,P,Fruit_number_spats_residuals,Fruit_number_spats_geno_pred_values,Fruit_number_spats_adj_pheno
ACW_25454,ESP_2022_2,2,10,1,105,10,1,11.1554262614145,83.8216609411352,94.9770872025497
ACW_25454,ESP_2022_2,2,12,25,112,12,25,19.8086345275595,83.8216609411352,103.630295468695
ACW_25454,ESP_2022_2,2,13,89,70,13,89,-10.4859552773862,83.8216609411352,73.335705663749
ACW_25580,ESP_2022_2,2,10,10,64,10,10,-11.7240621860139,70.3714491703393,58.6473869843254
ACW_25580,ESP_2022_2,2,13,84,68,13,84,1.63852658064378,70.3714491703393,72.0099757509831
ACW_25580,ESP_2022_2,2,12,6,110,12,6,10.823443909435,70.3714491703393,81.1948930797743
ACW_25607,ESP_2022_2,2,13,124,46,13,124,-10.1083210954153,62.9812452729815,52.8729241775662
ACW_25622,ESP_2022_2,2,13,127,130,13,127,40.1273117499428,97.2098749622805,137.337186712223
DLO_12_140,ESP_2022_2,2,12,120,22,12,120,-42.0053271730238,76.544293200441,34.5389660274172
DLO_12_140,ESP_2022_2,2,10,120,35,10,120,-50.4575934642608,76.544293200441,26.0866997361802
DLO_12_140,ESP_2022_2,2,11,10,191,11,10,102.260400683563,76.544293200441,178.804693884003
DLO_12_162,ESP_2022_2,2,13,44,173,13,44,65.0692476541376,114.20435158064,179.273599234777
DLO_12_221,ESP_2022_2,2,11,13,25,11,13,-24.2752240838659,39.4041933092171,15.1289692253512
DLO_12_221,ESP_2022_2,2,13,110,40,13,110,4.93105764004982,39.4041933092171,44.335250949267
DLO_12_221,ESP_2022_2,2,10,106,20,10,106,-25.3670042771533,39.4041933092171,14.0371890320638
DLO_12_289,ESP_2022_2,2,11,11,73,11,11,-0.437153902276435,62.2041109709368,61.7669570686604
DLO_12_289,ESP_2022_2,2,11,86,42,11,86,-10.8117279992074,62.2041109709368,51.3923829717294
FuGa_016,ESP_2022_2,2,11,99,110,11,99,22.6688786230109,89.3272627302019,111.996141353213
FuGa_016,ESP_2022_2,2,13,18,111,13,18,23.1766825550179,89.3272627302019,112.50394528522
FuGa_016,ESP_2022_2,2,10,107,78,10,107,-17.2871616967775,89.3272627302019,72.0401010334244
FuGa_187,ESP_2022_2,2,13,43,70,13,43,-8.10732371160502,84.5615972983563,76.4542735867513
FuGa_187,ESP_2022_2,2,10,26,125,10,26,42.5568231226843,84.5615972983563,127.118420421041
FuGa_187,ESP_2022_2,2,11,72,55,11,72,-12.8854266402791,84.5615972983563,71.6761706580773
FuGa_275,ESP_2022_2,2,13,12,95,13,12,14.4862816148611,79.7390624008544,94.2253440157155
FuPi_005,ESP_2022_2,2,11,121,146,11,121,19.4980204990182,118.906176729899,138.404197228917
FuPi_005,ESP_2022_2,2,11,22,270,11,22,147.345432342905,118.906176729899,266.251609072804
FuPi_005,ESP_2022_2,2,10,31,20,10,31,-94.8735736391284,118.906176729899,24.0326030907709
FuPi_013,ESP_2022_2,2,13,50,103,13,50,29.578205326231,80.1133494034974,109.691554729728
FuPi_013,ESP_2022_2,2,13,75,34,13,75,-40.599295408823,80.1133494034974,39.5140539946744
FuPi_013,ESP_2022_2,2,10,23,105,10,23,26.0566938471925,80.1133494034974,106.17004325069
FuPi_023,ESP_2022_2,2,13,29,15,13,29,-29.8271107455229,49.5456197891257,19.7185090436028
FuPi_054,ESP_2022_2,2,11,78,125,11,78,48.4413385317224,90.6272318427833,139.068570374506
FuPi_054,ESP_2022_2,2,10,35,52,10,35,-33.5059271031341,90.6272318427833,57.1213047396492
FuPi_054,ESP_2022_2,2,11,29,104,11,29,15.5308871313796,90.6272318427833,106.158118974163
FuPi_114,ESP_2022_2,2,10,32,20,10,32,-69.1042786889629,93.5414445578365,24.4371658688736
FuPi_114,ESP_2022_2,2,12,97,188,12,97,103.84762021897,93.5414445578365,197.389064776806
GaCr_017,ESP_2022_2,2,11,1,28,11,1,-48.0540528137614,58.3226996397254,10.268646825964
GaCr_017,ESP_2022_2,2,11,115,95,11,115,31.10861933173,58.3226996397254,89.4313189714554
GaCr_041,ESP_2022_2,2,11,118,140,11,118,37.5768034474471,95.6057499949631,133.18255344241
GaCr_041,ESP_2022_2,2,11,25,97,11,25,0.196215021470067,95.6057499949631,95.8019650164332
GaCr_052,ESP_2022_2,2,13,114,92,13,114,16.2039847441349,80.9094393026256,97.1134240467605
GaPi_007,ESP_2022_2,2,10,53,77,10,53,18.3880183611815,66.6468175828896,85.0348359440711
GaPi_007,ESP_2022_2,2,12,67,17,12,67,-32.3761249749758,66.6468175828896,34.2706926079138
GaPi_007,ESP_2022_2,2,11,44,63,11,44,9.25956105716487,66.6468175828896,75.9063786400544
GaPi_014,ESP_2022_2,2,11,5,88,11,5,-7.95104473431753,80.5663340708855,72.615289336568
GaPi_014,ESP_2022_2,2,10,123,92,10,123,1.449045743189,80.5663340708855,82.0153798140745
GaPi_014,ESP_2022_2,2,11,114,108,11,114,22.2024254974529,80.5663340708855,102.768759568338
GaPi_035,ESP_2022_2,2,11,55,86,11,55,1.50189871374454,102.606390061143,104.108288774888
GaPi_035,ESP_2022_2,2,11,117,152,11,117,42.977858702188,102.606390061143,145.584248763331
GaPi_035,ESP_2022_2,2,10,95,108,10,95,3.5677472722527,102.606390061143,106.174137333396
I_BB002,ESP_2022_2,2,10,14,84,10,14,-9.24398584308051,90.4667866658104,81.2228008227299
I_BB002,ESP_2022_2,2,12,39,125,12,39,39.4748071118048,90.4667866658104,129.941593777615
I_BB070,ESP_2022_2,2,11,91,195,11,91,55.4527688304441,146.25508264221,201.707851472654
I_BB070,ESP_2022_2,2,11,59,72,11,59,-55.4037044785353,146.25508264221,90.8513781636749
I_BB070,ESP_2022_2,2,10,94,260,10,94,112.059424213989,146.25508264221,258.314506856199
I_CC003,ESP_2022_2,2,10,33,135,10,33,31.0138146325161,108.117769325355,139.131583957872
I_CC003,ESP_2022_2,2,11,47,105,11,47,11.7411292766804,108.117769325355,119.858898602036
I_CC003,ESP_2022_2,2,11,124,130,11,124,13.3813340574308,108.117769325355,121.499103382786
I_CC057,ESP_2022_2,2,12,78,35,12,78,-11.6042280511209,61.9619917603579,50.357763709237
I_CC059,ESP_2022_2,2,11,7,135,11,7,24.413802618544,96.8909139705581,121.304716589102
I_CC059,ESP_2022_2,2,10,47,105,10,47,15.245386176504,96.8909139705581,112.136300147062
I_CC067,ESP_2022_2,2,12,64,39,12,64,-8.2514272203736,64.2464613998846,55.995034179511
I_J056,ESP_2022_2,2,12,55,49,12,55,-3.52069747359165,67.4697988496429,63.9491013760512
I_M014,ESP_2022_2,2,11,88,128,11,88,27.7928590525156,108.752800350974,136.545659403489
I_M014,ESP_2022_2,2,12,16,156,12,16,29.2754219109581,108.752800350974,138.028222261932
I_M024,ESP_2022_2,2,13,83,25,13,83,-16.0369814131435,45.2448371761678,29.2078557630243
I_M024,ESP_2022_2,2,13,23,22,13,23,-20.102170984453,45.2448371761678,25.1426661917148
I_M052,ESP_2022_2,2,12,86,90,12,86,10.197525123047,92.2919134415383,102.489438564585
I_M052,ESP_2022_2,2,13,52,110,13,52,24.6309184805945,92.2919134415383,116.922831922133
I_M052,ESP_2022_2,2,10,22,90,10,22,-1.91897584997305,92.2919134415383,90.3729375915653
I_M056,ESP_2022_2,2,12,40,29,12,40,-20.7524098265993,55.7287722588308,34.9763624322315
I_W034,ESP_2022_2,2,12,109,87,12,109,31.1531508842025,65.099558030557,96.2527089147594
I_W034,ESP_2022_2,2,12,29,31,12,29,-38.1525312213358,65.099558030557,26.9470268092211
I_W037,ESP_2022_2,2,12,4,172,12,4,17.3964166504788,123.693538395246,141.089955045725
I_W037,ESP_2022_2,2,10,102,190,10,102,61.5996317300289,123.693538395246,185.293170125275
I_W044,ESP_2022_2,2,11,31,63,11,31,-1.78005251653934,68.6558074312187,66.8757549146794
I_W046,ESP_2022_2,2,13,28,26,13,28,-41.6423429271919,71.9795372568854,30.3371943296935
I_W046,ESP_2022_2,2,12,89,105,12,89,44.7403609824218,71.9795372568854,116.719898239307
I_W049,ESP_2022_2,2,12,58,50,12,58,-2.47814149523423,68.1801564283642,65.70201493313
Modi,ESP_2022_2,2,11,106,110,11,106,24.1006897782732,84.1114860595265,108.2121758378
Modi,ESP_2022_2,2,11,125,88,11,125,-4.56441778031271,84.1114860595265,79.5470682792137
Modi,ESP_2022_2,2,13,59,110,13,59,33.0823009840286,84.1114860595265,117.193787043555
Modi,ESP_2022_2,2,11,129,109,11,129,15.0166019163126,84.1114860595265,99.1280879758391
Modi,ESP_2022_2,2,12,63,11,12,63,-56.0163019113899,84.1114860595265,28.0951841481366
Modi,ESP_2022_2,2,11,9,106,11,9,9.28459422828503,84.1114860595265,93.3960802878115
NOVADI_0114,ESP_2022_2,2,13,22,53,13,22,-26.3548431959487,81.7986396397989,55.4437964438502
NOVADI_0114,ESP_2022_2,2,11,119,118,11,119,29.0629618781028,81.7986396397989,110.861601517902
NOVADI_0114,ESP_2022_2,2,10,112,104,10,112,14.8009005336989,81.7986396397989,96.5995401734978
NOVADI_0256,ESP_2022_2,2,11,64,21,11,64,-18.0116586101096,57.5962148119785,39.5845562018689
NOVADI_0356,ESP_2022_2,2,10,5,200,10,5,57.560779647476,134.42617146599,191.986951113466
NOVADI_0356,ESP_2022_2,2,12,102,165,12,102,39.5639763248643,134.42617146599,173.990147790854
NOVADI_0356,ESP_2022_2,2,11,20,137,11,20,-2.37696353138105,134.42617146599,132.049207934609
NOVADI_0731,ESP_2022_2,2,11,58,42,11,58,3.65775123643108,56.7272162385823,60.3849674750134
NOVADI_0731,ESP_2022_2,2,10,91,34,10,91,-22.94479520881,56.7272162385823,33.7824210297723
NOVADI_0830,ESP_2022_2,2,10,62,43,10,62,-11.5615714897718,63.2265613881874,51.6649898984156
NOVADI_0830,ESP_2022_2,2,13,3,70,13,3,1.81328847961998,63.2265613881874,65.0398498678073
NOVADI_0980,ESP_2022_2,2,10,20,48,10,20,-26.2990988948381,74.1123517974219,47.8132529025838
NOVADI_0980,ESP_2022_2,2,13,11,60,13,11,-15.5202148973088,74.1123517974219,58.5921369001131
NOVADI_0980,ESP_2022_2,2,11,122,130,11,122,48.0475561408471,74.1123517974219,122.159907938269
TeBr_021,ESP_2022_2,2,11,15,43,11,15,-38.3583015532361,73.1283572054385,34.7700556522024
TeBr_021,ESP_2022_2,2,12,74,100,12,74,43.1423846851227,73.1283572054385,116.270741890561
TeBr_084,ESP_2022_2,2,12,91,19,12,91,-37.3679829367668,67.5343612645846,30.1663783278178
TeBr_084,ESP_2022_2,2,10,46,134,10,46,73.4128615091094,67.5343612645846,140.947222773694
TeBr_084,ESP_2022_2,2,12,43,20,12,43,-39.4708210469155,67.5343612645846,28.0635402176691
TeBr_180,ESP_2022_2,2,10,37,75,10,37,1.58309976327256,78.6982790836728,80.2813788469454
TeBr_180,ESP_2022_2,2,13,102,51,13,102,-24.4015761285786,78.6982790836728,54.2967029550942
TeBr_180,ESP_2022_2,2,12,11,138,12,11,35.7772528165626,78.6982790836728,114.475531900235
1,FRA_2018_1,1,6,67,8,6,67,-3.44897634050675,9.90102489852739,6.45204855802064
1,FRA_2018_1,1,10,17,5,10,17,-2.35775022358573,9.90102489852739,7.54327467494166
101,FRA_2018_1,1,13,45,21,13,45,3.38741278388067,17.7698896103809,21.1573023942615
101,FRA_2018_1,1,7,27,19,7,27,-3.52678023852723,17.7698896103809,14.2431093718536
1015,FRA_2018_1,1,1,79,15,1,79,1.07265941318084,15.8892634284971,16.9619228416779
1015,FRA_2018_1,1,14,86,10,14,86,-3.96619844128698,15.8892634284971,11.9230649872101
1015,FRA_2018_1,1,4,26,13,4,26,1.39969614229534,15.8892634284971,17.2889595707924
1020,FRA_2018_1,1,14,26,12,14,26,-7.73089854772634,14.8026467887011,7.07174824097473
1020,FRA_2018_1,1,5,74,22,5,74,5.45444636088802,14.8026467887011,20.2570931495891
1091,FRA_2018_1,1,12,72,6,12,72,-6.09994613449323,14.9625882409164,8.86264210642319
1091,FRA_2018_1,1,5,14,19,5,14,3.93868790248615,14.9625882409164,18.9012761434026
1106.1,FRA_2018_1,1,7,77,2,7,77,-9.21477685653505,5.16910546929512,-4.04567138723994
1113,FRA_2018_1,1,14,62,23,14,62,4.37682725681215,18.3087538482957,22.6855811051078
1113,FRA_2018_1,1,9,6,12,9,6,-4.12809080329247,18.3087538482957,14.1806630450032
112,FRA_2018_1,1,1,49,21,1,49,3.94306577710007,17.1711574249057,21.1142232020057
112,FRA_2018_1,1,1,43,12,1,43,-4.51365557826371,17.1711574249057,12.657501846642
1123,FRA_2018_1,1,3,74,50,3,74,16.7789377189818,29.8626238625258,46.6415615815076
1123,FRA_2018_1,1,7,36,27,7,36,-8.20880639183262,29.8626238625258,21.6538174706932
1125,FRA_2018_1,1,6,44,42,6,44,8.44033670426676,31.5214515749275,39.9617882791942
1125,FRA_2018_1,1,14,18,39,14,18,1.3245250816129,31.5214515749275,32.8459766565404
114,FRA_2018_1,1,11,74,11,11,74,-3.69062380046981,13.9041500274884,10.2135262270185
114,FRA_2018_1,1,10,34,12,10,34,0.76705109613224,13.9041500274884,14.6712011236206
118,FRA_2018_1,1,1,4,4,1,4,-6.91945180725573,8.98374141314386,2.06428960588813
118,FRA_2018_1,1,12,56,7,12,56,2.41918834399607,8.98374141314386,11.4029297571399
118,FRA_2018_1,1,14,52,10,14,52,-0.331578609003923,8.98374141314386,8.65216280413994
118,FRA_2018_1,1,5,33,9,5,33,-1.50413827204594,8.98374141314386,7.47960314109792
118,FRA_2018_1,1,11,10,8,11,10,-0.131397420076341,8.98374141314386,8.85234399306752
12_196,FRA_2018_1,1,3,83,14,3,83,-2.51860985081204,14.4664221274525,11.9478122766405
12_197,FRA_2018_1,1,10,59,16,10,59,1.09968227901982,17.0153134986303,18.1149957776501
12_197,FRA_2018_1,1,6,25,17,6,25,-1.78251489125862,17.0153134986303,15.2327986073717
12_204,FRA_2018_1,1,10,22,4,10,22,-3.93279791625917,10.1855877190386,6.25278980277945
12_204,FRA_2018_1,1,5,73,9,5,73,-1.66897917264348,10.1855877190386,8.51660854639514
12_205,FRA_2018_1,1,12,76,11,12,76,-1.18800684839096,15.4591090468543,14.2711021984633
12_205,FRA_2018_1,1,1,24,14,1,24,-0.615644306152611,15.4591090468543,14.8434647407017
12_B006,FRA_2018_1,1,6,1,20,6,1,0.439707700266059,18.9927872860333,19.4324949862994
12_B006,FRA_2018_1,1,11,84,20,11,84,0.30168725946579,18.9927872860333,19.2944745454991
12_B020,FRA_2018_1,1,2,46,30,2,46,1.5875775906331,28.3309804028895,29.9185579935226
12_B020,FRA_2018_1,1,13,13,37,13,13,5.87942465357257,28.3309804028895,34.2104050564621
12_B023,FRA_2018_1,1,5,11,32,5,11,7.94125696752507,23.3302404415034,31.2714974090285
12_B023,FRA_2018_1,1,9,53,17,9,53,-4.07591648927142,23.3302404415034,19.254323952232
12_B057,FRA_2018_1,1,3,69,20,3,69,-1.12358709678519,18.6523275948672,17.528740498082
12_B057,FRA_2018_1,1,1,15,22,1,15,1.61977421487979,18.6523275948672,20.272101809747
12_B061,FRA_2018_1,1,4,16,24,4,16,2.19940106876765,26.1229561182037,28.3223571869713
12_B061,FRA_2018_1,1,7,69,35,7,69,3.67732519511242,26.1229561182037,29.8002813133161
12_B064,FRA_2018_1,1,2,1,40,2,1,13.6044583323819,25.6605633482563,39.2650216806383
12_B064,FRA_2018_1,1,2,80,14,2,80,-8.06075925512442,25.6605633482563,17.5998040931319
12_B074,FRA_2018_1,1,11,83,30,11,83,4.79614306973829,24.7344917295099,29.5306347992481
12_B074,FRA_2018_1,1,7,20,29,7,20,0.0805753671484943,24.7344917295099,24.8150670966584
12_B081,FRA_2018_1,1,6,79,13,6,79,-4.18431990470006,15.2467856433837,11.0624657386836
12_B081,FRA_2018_1,1,1,42,17,1,42,2.22774796439246,15.2467856433837,17.4745336077762
12_B093,FRA_2018_1,1,4,45,14,4,45,1.87670170156779,14.715948272639,16.5926499742068
12_B093,FRA_2018_1,1,5,25,12,5,25,-4.21559639349067,14.715948272639,10.5003518791483
12_B095,FRA_2018_1,1,7,43,23,7,43,0.0498259475230825,18.2914273319705,18.3412532794936
12_B095,FRA_2018_1,1,10,73,18,10,73,0.186431502515646,18.2914273319705,18.4778588344862
12_E003,FRA_2018_1,1,14,16,21,14,16,-3.2593562997978,18.3813822840009,15.1220259842031
12_E003,FRA_2018_1,1,3,44,26,3,44,3.56040162400863,18.3813822840009,21.9417839080095
12_E014,FRA_2018_1,1,10,23,31,10,23,0.176090155733238,32.7659170425303,32.9420071982636
12_E014,FRA_2018_1,1,13,79,42,13,79,10.485067723989,32.7659170425303,43.2509847665193
12_E015,FRA_2018_1,1,5,78,3,5,78,-4.37041524211285,6.22487212790933,1.85445688579647
12_E015,FRA_2018_1,1,3,25,6,3,25,-4.08397126470211,6.22487212790933,2.14090086320721
12_E017,FRA_2018_1,1,6,11,34,6,11,6.15419069326195,26.9408568734206,33.0950475666825
12_E017,FRA_2018_1,1,13,47,27,13,47,0.31160876801578,26.9408568734206,27.2524656414363
12_E024,FRA_2018_1,1,1,6,1,1,6,-6.97967449558772,5.89675435543617,-1.08292014015155
12_E024,FRA_2018_1,1,11,65,3,11,65,-1.7110308850282,5.89675435543617,4.18572347040798
12_E025,FRA_2018_1,1,5,72,3,5,72,-6.71464202718157,8.64042647677914,1.92578444959757
12_E034,FRA_2018_1,1,13,18,17,13,18,-6.23465437031859,20.9675024542722,14.7328480839536
12_E034,FRA_2018_1,1,3,81,32,3,81,8.39829007342244,20.9675024542722,29.3657925276947
12_E035,FRA_2018_1,1,8,35,21,8,35,7.79158253050013,15.4040011997858,23.1955837302859
12_E035,FRA_2018_1,1,14,69,5,14,69,-9.63492377637481,15.4040011997858,5.76907742341095
12_E039,FRA_2018_1,1,10,29,6,10,29,-1.03872257551546,9.1611818806261,8.12245930511064
12_E039,FRA_2018_1,1,2,67,2,2,67,-5.30085799237589,9.1611818806261,3.86032388825021
12_E043,FRA_2018_1,1,8,53,18,8,53,-2.02917633349882,22.7164551176245,20.6872787841257
12_E043,FRA_2018_1,1,13,21,30,13,21,5.45245280710768,22.7164551176245,28.1689079247322
12_F002,FRA_2018_1,1,2,22,25,2,22,4.70086011665694,21.512142460441,26.2130025770979
12_F002,FRA_2018_1,1,8,59,17,8,59,-2.14496064827576,21.512142460441,19.3671818121652
12_F007,FRA_2018_1,1,3,37,42,3,37,13.5053156415378,24.9200089364542,38.425324577992
12_F007,FRA_2018_1,1,4,48,14,4,48,-8.49498293229602,24.9200089364542,16.4250260041582
12_F014,FRA_2018_1,1,6,7,17,6,7,-3.54090226952299,19.1695004407645,15.6285981712415
12_F014,FRA_2018_1,1,2,73,21,2,73,4.4095705963667,19.1695004407645,23.5790710371312
12_F019,FRA_2018_1,1,1,74,38,1,74,8.74409892799027,30.1041697905018,38.8482687184921
12_F023,FRA_2018_1,1,7,19,13,7,19,-5.90466010706105,15.4253232127739,9.52066310571281
12_F023,FRA_2018_1,1,10,58,18,10,58,4.07667552430924,15.4253232127739,19.5019987370831
12_F040,FRA_2018_1,1,1,51,21,1,51,6.94811053411934,13.4408486993585,20.3889592334778
12_F040,FRA_2018_1,1,9,32,3,9,32,-10.205364792092,13.4408486993585,3.23548390726644
12_F045,FRA_2018_1,1,14,32,66,14,32,27.858350635411,32.0464460794061,59.9047967148171
12_F045,FRA_2018_1,1,4,60,9,4,60,-17.7153742807444,32.0464460794061,14.3310717986617
12_F046,FRA_2018_1,1,11,51,20,11,51,-8.10822482711962,29.0571389274368,20.9489141003172
12_F046,FRA_2018_1,1,12,22,43,12,22,16.098225150425,29.0571389274368,45.1553640778619
12_F052,FRA_2018_1,1,1,59,38,1,59,-4.17617183300645,43.4110429097422,39.2348710767357
12_F052,FRA_2018_1,1,4,32,64,4,32,22.5042236375743,43.4110429097422,65.9152665473165
12_F054,FRA_2018_1,1,1,52,35,1,52,7.62453496935476,26.91468210825,34.5392170776047
12_F054,FRA_2018_1,1,14,3,32,14,3,-1.17758724835453,26.91468210825,25.7370948598954
12_I002,FRA_2018_1,1,14,34,34,14,34,5.31035893195999,25.3365814018627,30.6469403338227
12_I003,FRA_2018_1,1,11,3,6,11,3,-2.20626974322357,9.55540995784923,7.34914021462566
12_I003,FRA_2018_1,1,8,85,5,8,85,-3.84937760603153,9.55540995784923,5.7060323518177
12_I005,FRA_2018_1,1,13,77,11,13,77,-1.42664079074634,13.6115192718908,12.1848784811445
12_I005,FRA_2018_1,1,10,19,9,10,19,-1.70769212350331,13.6115192718908,11.9038271483875
12_I010,FRA_2018_1,1,12,35,17,12,35,5.32159611429106,14.0578186220791,19.3794147363702
12_I010,FRA_2018_1,1,3,63,9,3,63,-8.13449273748094,14.0578186220791,5.92332588459815
12_I037,FRA_2018_1,1,11,81,26,11,81,4.02468467011269,21.1138394136252,25.1385240837379
12_I037,FRA_2018_1,1,8,24,16,8,24,-1.75565331846142,21.1138394136252,19.3581860951638
12_I049,FRA_2018_1,1,14,15,25,14,15,-0.0329191862886837,17.9176880834162,17.8847688971275
12_I056,FRA_2018_1,1,13,66,32,13,66,3.14971488545769,30.4562824104973,33.6059972959549
12_I056,FRA_2018_1,1,10,37,34,10,37,5.84798462375444,30.4562824104973,36.3042670342517
12_I059,FRA_2018_1,1,6,34,47,6,34,8.94873726254795,37.054920520645,46.003657783193
12_I059,FRA_2018_1,1,2,48,42,2,48,4.80147142974224,37.054920520645,41.8563919503873
12_I062,FRA_2018_1,1,11,46,12,11,46,-3.73264720243281,16.7685189322671,13.0358717298343
12_I062,FRA_2018_1,1,10,24,17,10,24,2.87206678475353,16.7685189322671,19.6405857170206
12_J001,FRA_2018_1,1,10,72,50,10,72,13.5601174887994,36.4351260981892,49.9952435869885
12_J001,FRA_2018_1,1,10,39,34,10,39,-0.256300708775456,36.4351260981892,36.1788253894137
12_J004,FRA_2018_1,1,12,12,35,12,12,12.6093727843964,23.3282243175453,35.9375971019417
12_J004,FRA_2018_1,1,13,64,13,13,64,-8.74548437056357,23.3282243175453,14.5827399469817
12_J011,FRA_2018_1,1,1,22,28,1,22,-9.94681819150767,38.2354480218518,28.2886298303441
12_J011,FRA_2018_1,1,3,64,66,3,64,24.5472732068586,38.2354480218518,62.7827212287104
12_J013,FRA_2018_1,1,7,39,34,7,39,2.54931840233278,26.5039351681481,29.0532535704809
12_J013,FRA_2018_1,1,12,81,28,12,81,3.60179878937178,26.5039351681481,30.1057339575199
12_J015,FRA_2018_1,1,7,32,41,7,32,14.5323323781833,19.9527136225886,34.4850460007719
12_J015,FRA_2018_1,1,2,76,4,2,76,-13.0995737380364,19.9527136225886,6.85313988455223
12_J019,FRA_2018_1,1,9,75,60,9,75,33.1543576664044,26.9209355492991,60.0752932157035
12_J019,FRA_2018_1,1,13,8,2,13,8,-26.7029060560387,26.9209355492991,0.218029493260371
12_J027,FRA_2018_1,1,13,16,22,13,16,0.882011671587325,19.1880270547594,20.0700387263467
12_J028,FRA_2018_1,1,12,79,30,12,79,3.99418294548349,28.4402677118916,32.4344506573751
12_J028,FRA_2018_1,1,7,5,36,7,5,3.5515308344901,28.4402677118916,31.9917985463817
12_J029,FRA_2018_1,1,2,85,31,2,85,-1.53851722614802,35.9320921695492,34.3935749434011
