Genotype,Envir,Management,Row,Position,Flowering_begin,R,P,Flowering_begin_spats_residuals,Flowering_begin_spats_geno_pred_values,Flowering_begin_spats_adj_pheno
202,BEL_2018_1,1,22,26,111,22,26,-0.0793790172374713,110.997976493545,110.918597476307
202,BEL_2018_1,1,26,100,111,26,100,0.1093890911107,110.997976493545,111.107365584656
202,BEL_2018_1,1,18,76,111,18,76,0.0541741793791317,110.997976493545,111.052150672924
2024,BEL_2018_1,1,17,12,110,17,12,-0.153920745425424,109.834940272589,109.681019527163
2026,BEL_2018_1,1,19,77,109,19,77,-0.281844907875509,109.370647784484,109.088802876609
2026,BEL_2018_1,1,24,7,109,24,7,-0.368540446033421,109.370647784484,109.002107338451
203,BEL_2018_1,1,19,75,108,19,75,-0.978188328982171,109.064087243604,108.085898914622
204,BEL_2018_1,1,22,79,110,22,79,0.0192662238853103,110.017597241475,110.03686346536
204,BEL_2018_1,1,25,49,110,25,49,0.0221268099735141,110.017597241475,110.039724051449
2046,BEL_2018_1,1,26,6,110,26,6,0.0287271346967231,109.985979025661,110.014706160357
2046,BEL_2018_1,1,17,79,110,17,79,-0.021143230939046,109.985979025661,109.964835794721
2050,BEL_2018_1,1,17,61,113,17,61,1.65380302091236,111.248755996946,112.902559017858
2050,BEL_2018_1,1,24,49,111,24,49,-0.295940810453956,111.248755996946,110.952815186492
2055,BEL_2018_1,1,20,36,109,20,36,-0.0800295081476321,109.012032385326,108.932002877178
2055,BEL_2018_1,1,18,82,108,18,82,-0.953820705308146,109.012032385326,108.058211680017
206,BEL_2018_1,1,22,116,109,22,116,-0.38957387239941,109.614558044364,109.224984171965
2061,BEL_2018_1,1,19,57,110,19,57,-0.00840220244400314,110.032700974536,110.024298772092
2061,BEL_2018_1,1,19,95,110,19,95,0.0659455491177141,110.032700974536,110.098646523653
2071,BEL_2018_1,1,24,82,111,24,82,0.55721481989913,110.499992514706,111.057207334605
216,BEL_2018_1,1,18,84,111,18,84,0.704467520426761,110.354682478649,111.059149999076
216,BEL_2018_1,1,26,21,110,26,21,-0.302631673929213,110.354682478649,110.05205080472
236,BEL_2018_1,1,26,107,107,26,107,-0.904024629344832,108.018212475957,107.114187846612
236,BEL_2018_1,1,19,26,107,19,26,-1.19251004455141,108.018212475957,106.825702431406
238,BEL_2018_1,1,18,111,110,18,111,0.0518336440826772,110.027361274631,110.079194918714
241,BEL_2018_1,1,23,15,109,23,15,-0.681561677110793,109.640214296898,108.958652619787
241,BEL_2018_1,1,23,68,110,23,68,0.319421850481888,109.640214296898,109.95963614738
2410,BEL_2018_1,1,26,63,109,26,63,-0.841967528531697,110.005345370245,109.163377841713
2410,BEL_2018_1,1,21,16,111,21,16,0.870259724859636,110.005345370245,110.875605095104
2422,BEL_2018_1,1,23,105,109,23,105,-0.117347624458034,109.324396619814,109.207048995356
2422,BEL_2018_1,1,18,21,109,18,21,-0.582493766213233,109.324396619814,108.7419028536
2443,BEL_2018_1,1,25,39,110,25,39,-0.0359362875839224,110.064142303923,110.028206016339
2443,BEL_2018_1,1,21,117,110,21,117,0.127099620978044,110.064142303923,110.191241924901
249,BEL_2018_1,1,25,21,109,25,21,-0.77955763870861,109.805741035241,109.026183396532
249,BEL_2018_1,1,24,75,110,24,75,0.21765628171876,109.805741035241,110.02339731696
249,BEL_2018_1,1,22,3,110,22,3,0.0989840764133731,109.805741035241,109.904725111654
249,BEL_2018_1,1,24,87,110,24,87,0.27777400127556,109.805741035241,110.083515036517
25,BEL_2018_1,1,24,65,109,24,65,-0.329871742885715,109.313772620629,108.983900877744
25,BEL_2018_1,1,26,66,107,26,66,-2.15042303408519,109.313772620629,107.163349586544
25,BEL_2018_1,1,19,27,110,19,27,0.519024766743868,109.313772620629,109.832797387373
25,BEL_2018_1,1,25,42,110,25,42,0.717081305804229,109.313772620629,110.030853926434
25,BEL_2018_1,1,19,29,110,19,29,0.532987148057046,109.313772620629,109.846759768686
26,BEL_2018_1,1,26,105,109,26,105,-0.448391393411924,109.559552042509,109.111160649098
261,BEL_2018_1,1,21,75,110,21,75,0.99702197033811,109.023640362447,110.020662332785
261,BEL_2018_1,1,20,54,107,20,54,-2.01845985758897,109.023640362447,107.005180504858
262,BEL_2018_1,1,25,96,120,25,96,5.22815415538783,114.86824356181,120.096397717198
2625,BEL_2018_1,1,22,20,110,22,20,0.256685943974389,109.66309015182,109.919776095794
2625,BEL_2018_1,1,25,79,109,25,79,-0.594364783944357,109.66309015182,109.068725367875
2651,BEL_2018_1,1,17,93,107,17,93,-1.53780095922244,108.540738879936,107.002937920714
2652,BEL_2018_1,1,18,79,108,18,79,-0.993676205641819,109.049603019216,108.055926813575
2653,BEL_2018_1,1,19,110,110,19,110,0.0864805465605372,110.007817229138,110.094297775698
2653,BEL_2018_1,1,23,20,110,23,20,-0.0555452093485371,110.007817229138,109.952272019789
267,BEL_2018_1,1,22,2,110,22,2,-0.0393089207948236,109.942124970782,109.902816049987
2671,BEL_2018_1,1,23,87,110,23,87,0.104878006295351,110.001470204532,110.106348210827
2671,BEL_2018_1,1,23,36,110,23,36,-0.0807294967121095,110.001470204532,109.92074070782
270,BEL_2018_1,1,21,52,110,21,52,-0.0106372170646125,109.968938678014,109.95830146095
2720,BEL_2018_1,1,23,6,110,23,6,-0.0389952526497268,110.003843143069,109.964847890419
2720,BEL_2018_1,1,25,81,110,25,81,0.0656811282940311,110.003843143069,110.069524271363
2722,BEL_2018_1,1,23,111,110,23,111,0.597255507182524,109.626756661859,110.224012169041
2722,BEL_2018_1,1,17,3,109,17,3,-0.973785485886197,109.626756661859,108.652971175973
2732,BEL_2018_1,1,20,11,110,20,11,-0.0983981638284206,109.886864855157,109.788466691329
2762,BEL_2018_1,1,20,53,110,20,53,-0.0120931161078204,110.014245987001,110.002152870893
2762,BEL_2018_1,1,25,68,110,25,68,0.04990267773114,110.014245987001,110.064148664732
2784,BEL_2018_1,1,17,105,111,17,105,0.419982078663452,110.632213508936,111.052195587599
2784,BEL_2018_1,1,22,7,111,22,7,0.278615696625636,110.632213508936,110.910829205562
2785,BEL_2018_1,1,19,53,111,19,53,0.641723312315193,110.360440405283,111.002163717598
2785,BEL_2018_1,1,25,103,110,25,103,-0.233730556401994,110.360440405283,110.126709848881
2794,BEL_2018_1,1,26,109,109,26,109,-0.229368354508196,109.347234709341,109.117866354833
2794,BEL_2018_1,1,22,1,109,22,1,-0.446052431768109,109.347234709341,108.901182277573
2796,BEL_2018_1,1,24,79,110,24,79,-0.2828302623995,110.325130408934,110.042300146535
2796,BEL_2018_1,1,19,49,111,19,49,0.653066293916695,110.325130408934,110.978196702851
2802,BEL_2018_1,1,20,111,109,20,111,-1.17973214355617,110.323815831447,109.14408368789
2802,BEL_2018_1,1,21,15,112,21,15,1.54856250684766,110.323815831447,111.872378338294
2809,BEL_2018_1,1,17,71,109,17,71,-0.411339292533839,109.351467137734,108.9401278452
2809,BEL_2018_1,1,26,33,109,26,33,-0.259555788590788,109.351467137734,109.091911349143
2813,BEL_2018_1,1,20,28,110,20,28,0.212772646746728,109.678491568305,109.891264215052
2813,BEL_2018_1,1,20,110,109,20,110,-0.533982863162649,109.678491568305,109.144508705143
2820,BEL_2018_1,1,20,7,110,20,7,-0.17245120224419,109.934908043529,109.762456841284
2820,BEL_2018_1,1,18,89,110,18,89,0.125425273194651,109.934908043529,110.060333316723
2823,BEL_2018_1,1,23,75,112,23,75,0.723396354752481,111.285708610784,112.009104965536
2823,BEL_2018_1,1,23,14,112,23,14,0.673979019134933,111.285708610784,111.959687629919
2827,BEL_2018_1,1,26,7,110,26,7,0.0422035611197629,109.974591544047,110.016795105167
2827,BEL_2018_1,1,23,62,110,23,62,-0.0467962093103438,109.974591544047,109.927795334737
2830,BEL_2018_1,1,19,40,110,19,40,-0.0938645813075567,110.01501629068,109.921151709372
2830,BEL_2018_1,1,24,99,110,24,99,0.132497823098248,110.01501629068,110.147514113778
2831,BEL_2018_1,1,22,77,110,22,77,0.0375529881218313,109.983858147648,110.02141113577
2831,BEL_2018_1,1,18,52,110,18,52,-0.0322369239241453,109.983858147648,109.951621223724
2836,BEL_2018_1,1,20,62,110,20,62,-0.273037439370683,110.301442150492,110.028404711121
2836,BEL_2018_1,1,21,32,111,21,32,0.61794378700381,110.301442150492,110.919385937496
2847,BEL_2018_1,1,23,52,110,23,52,-0.0394845342943739,109.941960737466,109.902476203172
2848,BEL_2018_1,1,20,16,110,20,16,-0.146425449918553,109.966669991408,109.820244541489
2848,BEL_2018_1,1,22,87,110,22,87,0.13336234263015,109.966669991408,110.100032334038
2849,BEL_2018_1,1,21,73,110,21,73,0.0302581718096349,109.98114116801,110.011399339819
2849,BEL_2018_1,1,24,50,110,24,50,-0.0278473543415885,109.98114116801,109.953293813668
2850,BEL_2018_1,1,17,14,112,17,14,0.796472790258221,110.89112167006,111.687594460318
2850,BEL_2018_1,1,25,82,111,25,82,0.178973614157513,110.89112167006,111.070095284217
2855,BEL_2018_1,1,20,76,109,20,76,-0.263535836404159,109.328782429361,109.065246592957
2855,BEL_2018_1,1,21,23,109,21,23,-0.431615839753405,109.328782429361,108.897166589608
2856,BEL_2018_1,1,19,65,110,19,65,0.0603328337689817,109.999632842132,110.059965675901
2856,BEL_2018_1,1,23,12,110,23,12,-0.0381490025466036,109.999632842132,109.961483839585
286,BEL_2018_1,1,19,81,109,19,81,-0.283067024854304,109.376137006457,109.093069981603
286,BEL_2018_1,1,20,57,109,20,57,-0.361448743594082,109.376137006457,109.014688262863
2862,BEL_2018_1,1,24,81,109,24,81,0.342844617591894,108.709289313827,109.052133931419
2862,BEL_2018_1,1,26,3,107,26,3,-1.70041581364691,108.709289313827,107.00887350018
2865,BEL_2018_1,1,17,7,108,17,7,-1.57628257992907,109.241637131961,107.665354552032
2865,BEL_2018_1,1,18,67,110,18,67,0.787947065859541,109.241637131961,110.02958419782
2872,BEL_2018_1,1,25,28,110,25,28,0.0508260179898485,109.974895997618,110.025722015608
2872,BEL_2018_1,1,23,60,110,23,60,-0.0550931161735946,109.974895997618,109.919802881444
29,BEL_2018_1,1,18,53,108,18,53,-1.04425213209676,109.002304536443,107.958052404346
290,BEL_2018_1,1,19,94,110,19,94,0.0778876415462122,110.020685300544,110.09857294209
290,BEL_2018_1,1,24,22,110,24,22,-0.0331925683996701,110.020685300544,109.987492732144
2902,BEL_2018_1,1,22,56,110,22,56,-0.0851315775148578,110.003678824257,109.918547246742
2902,BEL_2018_1,1,26,91,110,26,91,0.11164174823918,110.003678824257,110.115320572496
2908,BEL_2018_1,1,26,29,107,26,29,-1.01731662571505,108.09528828626,107.077971660545
2908,BEL_2018_1,1,23,86,107,23,86,-0.996801440189444,108.09528828626,107.098486846071
2936,BEL_2018_1,1,18,36,108,18,36,-1.44357731650008,109.2847189585,107.841141642
2936,BEL_2018_1,1,17,87,110,17,87,0.701308888790095,109.2847189585,109.98602784729
2971,BEL_2018_1,1,22,110,110,22,110,0.183305595399091,110.034064380116,110.217369975515
2971,BEL_2018_1,1,22,42,110,22,42,-0.124304368973228,110.034064380116,109.909760011142
2974,BEL_2018_1,1,18,9,111,18,9,0.416427566607524,110.26171030063,110.678137867237
2974,BEL_2018_1,1,25,107,110,25,107,-0.114006199436957,110.26171030063,110.147704101193
2975,BEL_2018_1,1,17,29,111,17,29,0.531804815240236,110.216701067608,110.748505882848
2975,BEL_2018_1,1,22,63,110,22,63,-0.277511496278038,110.216701067608,109.93918957133
2979,BEL_2018_1,1,25,100,110,25,100,0.400541673100435,109.712051987886,110.112593660986
2979,BEL_2018_1,1,25,22,109,25,22,-0.685865974937642,109.712051987886,109.026186012948
2980,BEL_2018_1,1,21,39,110,21,39,-0.410720863757632,110.345218107786,109.934497244029
2980,BEL_2018_1,1,21,97,111,21,97,0.802436526759749,110.345218107786,111.147654634546
2990,BEL_2018_1,1,18,74,111,18,74,0.741133917247055,110.307565159702,111.04869907695
2990,BEL_2018_1,1,22,14,110,22,14,-0.38968028003147,110.307565159702,109.917884879671
2992,BEL_2018_1,1,23,90,109,23,90,-0.439053271040876,109.568285031721,109.12923176068
2997,BEL_2018_1,1,19,13,109,19,13,-0.643398656471945,109.377181726847,108.733783070375
30,BEL_2018_1,1,23,45,110,23,45,-0.0448714583657761,109.949000635974,109.904129177609
30,BEL_2018_1,1,17,78,110,17,78,0.0129146367654016,109.949000635974,109.96191527274
3010,BEL_2018_1,1,18,65,110,18,65,0.0222756099185659,109.999718673344,110.021994283263
3013,BEL_2018_1,1,19,79,110,19,79,0.140681305914612,109.950590048343,110.091271354257
3013,BEL_2018_1,1,18,27,110,18,27,-0.170938580334266,109.950590048343,109.779651468008
3026,BEL_2018_1,1,21,24,110,21,24,-0.0654961187085519,109.965405257124,109.899909138415
3026,BEL_2018_1,1,17,97,110,17,97,0.0510806401728843,109.965405257124,110.016485897297
3042,BEL_2018_1,1,17,11,107,17,11,-1.94247142472668,108.620280912784,106.677809488057
3042,BEL_2018_1,1,20,90,109,20,90,0.48972418747384,108.620280912784,109.110005100258
3062,BEL_2018_1,1,19,74,109,19,74,-0.245928183742905,109.330165921321,109.084237737578
3062,BEL_2018_1,1,21,18,109,21,18,-0.447744134442374,109.330165921321,108.882421786878
308,BEL_2018_1,1,19,24,109,19,24,-0.447569512831905,109.259103687315,108.811534174483
308,BEL_2018_1,1,23,64,109,23,64,-0.322089139587661,109.259103687315,108.937014547727
3148,BEL_2018_1,1,17,117,111,17,117,0.760624432123379,110.369047545962,111.129671978085
3148,BEL_2018_1,1,25,29,110,25,29,-0.343428122766909,110.369047545962,110.025619423195
3160,BEL_2018_1,1,24,26,110,24,26,0.00197118764232584,109.97873768573,109.980708873372
3160,BEL_2018_1,1,21,62,110,21,62,-0.00213039643898583,109.97873768573,109.976607289291
317,BEL_2018_1,1,25,85,120,25,85,5.53420563287432,114.538206327332,120.072411960207
317,BEL_2018_1,1,21,17,114,21,17,-0.658957911680773,114.538206327332,113.879248415651
3170,BEL_2018_1,1,25,11,113,25,11,1.97499266504245,111.047965284529,113.022957949571
3170,BEL_2018_1,1,24,113,110,24,113,-0.831834515023218,111.047965284529,110.216130769506
3172,BEL_2018_1,1,19,55,109,19,55,-0.725079754086906,109.738521482398,109.013441728311
3172,BEL_2018_1,1,24,111,110,24,111,0.468059091801095,109.738521482398,110.206580574199
3173,BEL_2018_1,1,17,75,112,17,75,1.33167306275936,110.621252038497,111.952925101256
3173,BEL_2018_1,1,20,46,110,20,46,-0.644796308743253,110.621252038497,109.976455729754
3190,BEL_2018_1,1,17,85,109,17,85,-0.730600395293251,109.711334431408,108.980734036115
3190,BEL_2018_1,1,26,55,110,26,55,0.444508815490408,109.711334431408,110.155843246899
32,BEL_2018_1,1,23,39,110,23,39,0.10660056163691,109.807813450291,109.914414011928
32,BEL_2018_1,1,20,34,110,20,34,0.114485694088359,109.807813450291,109.922299144379
32,BEL_2018_1,1,20,106,109,20,106,-0.663610094616303,109.807813450291,109.144203355675
32,BEL_2018_1,1,25,75,110,25,75,0.259596578054911,109.807813450291,110.067410028346
321,BEL_2018_1,1,20,45,110,20,45,-0.0500863227676973,110.022540037496,109.972453714728
321,BEL_2018_1,1,26,89,110,26,89,0.0967646527579973,110.022540037496,110.119304690254
323,BEL_2018_1,1,24,83,111,24,83,0.421335260979319,110.64095109373,111.062286354709
323,BEL_2018_1,1,19,41,111,19,41,0.286605550703612,110.64095109373,110.927556644433
324,BEL_2018_1,1,20,71,110,20,71,0.0776272147922867,109.97361333521,110.051240550002
324,BEL_2018_1,1,18,43,110,18,43,-0.0832658546371334,109.97361333521,109.890347480573
327,BEL_2018_1,1,26,46,110,26,46,0.105038018824388,110.030099534957,110.135137553782
327,BEL_2018_1,1,22,71,110,22,71,-0.0502763727266142,110.030099534957,109.979823162231
33,BEL_2018_1,1,25,4,109,25,4,-0.496873237796919,109.514211940168,109.017338702371
330,BEL_2018_1,1,23,113,110,23,113,0.180426928126593,110.048437509345,110.228864437472
330,BEL_2018_1,1,21,43,110,21,43,-0.106056618292172,110.048437509345,109.942380891053
333,BEL_2018_1,1,26,106,110,26,106,0.103966044925798,110.008651645461,110.112617690387
333,BEL_2018_1,1,21,40,110,21,40,-0.0721384723580201,110.008651645461,109.936513173103
334,BEL_2018_1,1,24,76,110,24,76,-0.506722193116431,110.534753616028,110.028031422912
334,BEL_2018_1,1,21,64,111,21,64,0.446337780012115,110.534753616028,110.981091396041
334,BEL_2018_1,1,24,10,111,24,10,0.4657352272054,110.534753616028,111.000488843234
334,BEL_2018_1,1,20,1,111,20,1,0.189033800702092,110.534753616028,110.723787416731
338,BEL_2018_1,1,19,25,110,19,25,-0.143433696041754,109.962062981546,109.818629285504
338,BEL_2018_1,1,19,76,110,19,76,0.125444346339705,109.962062981546,110.087507327886
34,BEL_2018_1,1,22,104,110,22,104,0.114751173747749,110.086201594554,110.200952768302
345,BEL_2018_1,1,21,13,110,21,13,-0.0825168832655834,109.947762654696,109.86524577143
345,BEL_2018_1,1,17,91,110,17,91,0.0492362972142217,109.947762654696,109.99699895191
353,BEL_2018_1,1,20,44,110,20,44,-1.02906365909942,110.997318226801,109.968254567701
353,BEL_2018_1,1,22,89,113,22,89,2.11806527561858,110.997318226801,113.115383502419
366,BEL_2018_1,1,26,86,109,26,86,-0.201013149524599,109.327394275389,109.126381125864
366,BEL_2018_1,1,21,5,109,21,5,-0.495622869662697,109.327394275389,108.831771405726
37,BEL_2018_1,1,25,105,110,25,105,0.0907982782193102,110.046218319609,110.137016597829
37,BEL_2018_1,1,25,38,110,25,38,-0.0188009319617208,110.046218319609,110.027417387648
378,BEL_2018_1,1,26,72,109,26,72,-0.556593289672946,109.714362598601,109.157769308928
378,BEL_2018_1,1,20,49,110,20,49,0.273739707206374,109.714362598601,109.988102305807
40,BEL_2018_1,1,20,101,110,20,101,-0.00563875538517777,110.143960198546,110.138321443161
40,BEL_2018_1,1,18,34,112,18,34,1.68326721524311,110.143960198546,111.827227413789
40,BEL_2018_1,1,20,109,109,20,109,-0.999238134249168,110.143960198546,109.144722064297
40,BEL_2018_1,1,20,61,110,20,61,-0.118240179573093,110.143960198546,110.025720018973
40,BEL_2018_1,1,18,24,110,18,24,-0.383638113664688,110.143960198546,109.760322084881
405,BEL_2018_1,1,26,99,110,26,99,0.0663042530553639,110.040894152765,110.10719840582
409,BEL_2018_1,1,21,67,110,21,67,0.0909475741830619,109.8984196498,109.989367223983
409,BEL_2018_1,1,17,23,110,17,23,-0.176990279447438,109.8984196498,109.721429370352
410,BEL_2018_1,1,23,108,110,23,108,0.172467620887446,110.043698438651,110.216166059538
410,BEL_2018_1,1,19,43,110,19,43,-0.103164765162717,110.043698438651,109.940533673488
424,BEL_2018_1,1,21,87,110,21,87,0.0945826394772382,109.995034158144,110.089616797621
424,BEL_2018_1,1,22,28,110,22,28,-0.0773161478719544,109.995034158144,109.917718010272
428,BEL_2018_1,1,24,48,110,24,48,0.258422831858567,109.694180077608,109.952602909466
428,BEL_2018_1,1,26,84,109,26,84,-0.562857438442094,109.694180077608,109.131322639166
43,BEL_2018_1,1,17,20,112,17,20,0.89418923999753,110.815130168552,111.70931940855
435,BEL_2018_1,1,23,9,110,23,9,-0.0445964284150335,110.007989978215,109.9633935498
435,BEL_2018_1,1,18,113,110,18,113,0.0757164849694334,110.007989978215,110.083706463185
440,BEL_2018_1,1,25,117,109,25,117,-0.400325277941676,109.604503356186,109.204178078244
445,BEL_2018_1,1,26,31,111,26,31,0.747289737674336,110.337581784024,111.084871521698
445,BEL_2018_1,1,22,70,110,22,70,-0.363739540588028,110.337581784024,109.973842243436
447,BEL_2018_1,1,17,48,110,17,48,-0.097095890677565,109.941882480447,109.844786589769
447,BEL_2018_1,1,21,70,110,21,70,0.0575276767163899,109.941882480447,109.999410157163
45,BEL_2018_1,1,21,78,110,21,78,0.0404476375723277,109.995766551835,110.036214189407
45,BEL_2018_1,1,24,30,110,24,30,-0.0223980026763542,109.995766551835,109.973368549158
457,BEL_2018_1,1,22,44,112,22,44,0.964288199142445,110.944819463158,111.909107662301
457,BEL_2018_1,1,18,63,111,18,63,0.0685768680995835,110.944819463158,111.013396331258
46,BEL_2018_1,1,23,2,114,23,2,1.95469588122069,112.011388832612,113.966084713833
46,BEL_2018_1,1,24,116,112,24,116,0.218644119373096,112.011388832612,112.230032951985
462,BEL_2018_1,1,21,37,109,21,37,-0.418504218162752,109.348767920737,108.930263702574
462,BEL_2018_1,1,20,85,109,20,85,-0.255277116227219,109.348767920737,109.09349080451
465,BEL_2018_1,1,22,72,112,22,72,0.798158649765526,111.188008632063,111.986167281828
465,BEL_2018_1,1,18,10,112,18,10,0.494746841607466,111.188008632063,111.68275547367
