Genotype,Envir,Management,Row,Position,Weight_sample,R,P,Weight_sample_spats_residuals,Weight_sample_spats_geno_pred_values,Weight_sample_spats_adj_pheno
2055,ITA_2019_1,1,5,68,0.114,5,68,-0.739416093285248,0.90992859465056,0.170512501365312
2055,ITA_2019_1,1,8,46,0.358,8,46,-0.707328167996381,0.90992859465056,0.202600426654179
206,ITA_2019_1,1,9,20,0.914,9,20,-1.11799150354473,1.86070468405323,0.742713180508501
206,ITA_2019_1,1,2,32,2.434,2,32,0.471080705606377,1.86070468405323,2.33178538965961
2061,ITA_2019_1,1,2,87,4.18,2,87,0.484242432867329,3.52599752432369,4.01023995719102
2061,ITA_2019_1,1,9,27,3.89,9,27,0.269762247360254,3.52599752432369,3.79575977168394
2071,ITA_2019_1,1,5,89,2.332,5,89,-0.0543377718891032,2.56510665047959,2.51076887859049
216,ITA_2019_1,1,2,12,2.352,2,12,0.113729369867707,2.44341095816568,2.55714032803339
216,ITA_2019_1,1,9,25,2.286,9,25,-0.270442756943495,2.44341095816568,2.17296820122219
241,ITA_2019_1,1,6,83,2.826,6,83,-0.0453779430457009,2.67130333467896,2.62592539163326
241,ITA_2019_1,1,3,107,2.472,3,107,0.0803773586032439,2.67130333467896,2.7516806932822
2410,ITA_2019_1,1,6,76,3.856,6,76,0.269893291689719,3.39912830208027,3.66902159376999
2410,ITA_2019_1,1,3,93,3.6,3,93,0.377383578962469,3.39912830208027,3.77651188104274
2422,ITA_2019_1,1,5,82,4.118,5,82,0.62115840885166,3.6534394149419,4.27459782379356
2422,ITA_2019_1,1,7,64,4.024,7,64,0.240055834052484,3.6534394149419,3.89349524899439
2443,ITA_2019_1,1,2,103,1.284,2,103,-0.873173363614881,2.1669317479425,1.29375838432762
2443,ITA_2019_1,1,8,72,2.528,8,72,0.483873853770533,2.1669317479425,2.65080560171304
249,ITA_2019_1,1,2,19,3.56,2,19,-0.0389920250703701,3.68782349373992,3.64883146866955
249,ITA_2019_1,1,9,37,4.35,9,37,0.6273161163732,3.68782349373992,4.31513961011312
249,ITA_2019_1,1,6,19,3.884,6,19,0.118117370232352,3.68782349373992,3.80594086397227
249,ITA_2019_1,1,1,61,4.048,1,61,0.183698137333852,3.68782349373992,3.87152163107377
26,ITA_2019_1,1,4,15,0.144,4,15,-1.09468797363875,1.3284240887195,0.233736115080743
261,ITA_2019_1,1,1,120,3.11,1,120,0.207851223110126,2.83475822531836,3.04260944842848
261,ITA_2019_1,1,7,57,2.956,7,57,-0.0353465707910612,2.83475822531836,2.79941165452729
262,ITA_2019_1,1,5,103,0.944,5,103,-0.216976579879179,1.29374033474312,1.07676375486394
262,ITA_2019_1,1,1,72,0.7,1,72,-0.906888849286572,1.29374033474312,0.386851485456544
2625,ITA_2019_1,1,1,113,4.53,1,113,0.902149218139289,3.474398367433,4.37654758557229
2625,ITA_2019_1,1,7,54,3.454,7,54,-0.19155195299237,3.474398367433,3.28284641444063
2652,ITA_2019_1,1,4,26,1.43,4,26,-0.553506067690884,1.97940583131031,1.42589976361942
2652,ITA_2019_1,1,5,115,1.922,5,115,0.0064517457111275,1.97940583131031,1.98585757702143
267,ITA_2019_1,1,7,97,0.906,7,97,-0.462714220083521,1.16170762536895,0.69899340528543
267,ITA_2019_1,1,4,17,0.318,4,17,-0.772222764615015,1.16170762536895,0.389484860753937
2670,ITA_2019_1,1,9,89,3.572,9,89,0.455949292812097,3.17169384904638,3.62764314185848
2671,ITA_2019_1,1,2,68,3.934,2,68,0.158880847880259,3.6119564355614,3.77083728344166
2671,ITA_2019_1,1,9,77,4.24,9,77,0.667436140625578,3.6119564355614,4.27939257618698
2720,ITA_2019_1,1,4,87,1.304,4,87,-0.32719154340255,1.95096751279348,1.62377596939093
2720,ITA_2019_1,1,8,90,1.614,8,90,-0.243786306992038,1.95096751279348,1.70718120580144
2722,ITA_2019_1,1,5,86,1.976,5,86,0.0478862811072915,2.10134038544715,2.14922666655444
2722,ITA_2019_1,1,5,47,1.534,5,47,-0.492364047130775,2.10134038544715,1.60897633831638
2732,ITA_2019_1,1,5,67,4.272,5,67,0.344364275169216,3.97897961933054,4.32334389449976
2732,ITA_2019_1,1,7,67,4.892,7,67,0.790708294669951,3.97897961933054,4.7696879140005
2762,ITA_2019_1,1,9,109,3.198,9,109,-0.646011648079901,3.91924214401433,3.27323049593443
2762,ITA_2019_1,1,1,83,6.016,1,83,1.73083050171174,3.91924214401433,5.65007264572607
2779,ITA_2019_1,1,9,101,1.22,9,101,-0.778827531632751,2.08297736036211,1.30414982872935
2779,ITA_2019_1,1,1,85,2.766,1,85,0.318902004443471,2.08297736036211,2.40187936480558
2785,ITA_2019_1,1,8,10,1.864,8,10,-0.409751452677834,2.14262016419527,1.73286871151743
2794,ITA_2019_1,1,9,49,5.218,9,49,1.5777608563108,3.65233804210416,5.23009889841496
2794,ITA_2019_1,1,2,72,3.108,2,72,-0.717473135288167,3.65233804210416,2.934864906816
2796,ITA_2019_1,1,9,112,4.322,9,112,0.220835287604288,4.16179933837065,4.38263462597494
2796,ITA_2019_1,1,1,88,5.586,1,88,1.06803303990813,4.16179933837065,5.22983237827878
2802,ITA_2019_1,1,8,99,1.454,8,99,-0.235199484908522,1.71960478226482,1.4844052973563
2802,ITA_2019_1,1,3,117,0.886,3,117,-0.530410578169869,1.71960478226482,1.18919420409495
2809,ITA_2019_1,1,6,16,4.684,6,16,0.672340560289404,3.94374023105422,4.61608079134363
2809,ITA_2019_1,1,1,87,4.736,1,87,0.433087130713085,3.94374023105422,4.37682736176731
2810,ITA_2019_1,1,1,68,1.338,1,68,-0.988534934971007,2.05555669321077,1.06702175823976
2810,ITA_2019_1,1,9,106,2.478,9,106,0.505541971169387,2.05555669321077,2.56109866438016
2813,ITA_2019_1,1,6,82,2.532,6,82,-0.13505695479307,2.46915433968177,2.3340973848887
2817,ITA_2019_1,1,2,114,1.694,2,114,-0.505621563297452,2.38057433416649,1.87495277086904
2817,ITA_2019_1,1,6,26,2.754,6,26,0.296047323747301,2.38057433416649,2.6766216579138
2820,ITA_2019_1,1,1,97,4.3,1,97,0.479294772168585,3.51298338789727,3.99227816006586
2820,ITA_2019_1,1,9,75,3.736,9,75,0.263761860536168,3.51298338789727,3.77674524843344
2823,ITA_2019_1,1,7,68,2.992,7,68,-0.192019669493222,3.06429208901805,2.87227241952483
2823,ITA_2019_1,1,4,102,3.296,4,102,0.557618013590794,3.06429208901805,3.62191010260885
2827,ITA_2019_1,1,5,95,2.164,5,95,-0.134117416363543,2.47027118551882,2.33615376915528
2830,ITA_2019_1,1,2,54,1.964,2,54,-0.381375275846961,2.17635142410866,1.7949761482617
2831,ITA_2019_1,1,2,121,3.526,2,121,0.754696126996754,3.0334988780748,3.78819500507155
2831,ITA_2019_1,1,7,92,2.796,7,92,-0.4150023474236,3.0334988780748,2.6184965306512
2836,ITA_2019_1,1,2,9,1.046,2,9,-0.0770553979970081,1.37543758239338,1.29838218439638
2836,ITA_2019_1,1,9,31,0.462,9,31,-0.978082816357539,1.37543758239338,0.397354766035845
2847,ITA_2019_1,1,8,13,3.412,8,13,0.290580636633722,2.9751172222398,3.26569785887352
2848,ITA_2019_1,1,9,90,2.33,9,90,-0.182371140630049,2.57096883112407,2.38859769049402
2848,ITA_2019_1,1,2,46,2.884,2,46,0.132964885530097,2.57096883112407,2.70393371665417
2849,ITA_2019_1,1,2,47,4.378,2,47,0.716483754720072,3.48139574100284,4.19787949572291
2850,ITA_2019_1,1,9,74,3.838,9,74,0.850077064612974,3.02945051258161,3.87952757719458
2850,ITA_2019_1,1,7,21,2.296,7,21,-0.958244884438485,3.02945051258161,2.07120562814313
2850,ITA_2019_1,1,1,31,3.302,1,31,0.444455941400537,3.02945051258161,3.47390645398215
2855,ITA_2019_1,1,5,77,2.54,5,77,-0.136573469529763,2.79983020301259,2.66325673348283
2855,ITA_2019_1,1,8,126,3.05,8,126,0.279695177368057,2.79983020301259,3.07952538038064
286,ITA_2019_1,1,9,118,1.836,9,118,-0.363490895399512,2.20873973110835,1.84524883570884
286,ITA_2019_1,1,1,57,2.334,1,57,0.00936204702177568,2.20873973110835,2.21810177813012
2862,ITA_2019_1,1,8,6,3.722,8,6,0.372527406916647,3.23448136259469,3.60700876951133
2862,ITA_2019_1,1,2,48,3.55,2,48,0.136241424560542,3.23448136259469,3.37072278715523
2865,ITA_2019_1,1,1,122,2.204,1,122,-0.214529008513703,2.37468451325383,2.16015550474013
2872,ITA_2019_1,1,7,16,1.282,7,16,-1.14429524090219,2.25575891672346,1.11146367582127
2872,ITA_2019_1,1,1,73,3.408,1,73,0.829720940112772,2.25575891672346,3.08547985683623
290,ITA_2019_1,1,6,87,3.602,6,87,0.0343936541891159,3.3584700150576,3.39286366924672
290,ITA_2019_1,1,1,56,4.038,1,56,0.578679728506845,3.3584700150576,3.93714974356445
2902,ITA_2019_1,1,9,63,4.632,9,63,0.259773944947031,4.41790452326898,4.67767846821601
2902,ITA_2019_1,1,1,105,5.906,1,105,1.24454100485696,4.41790452326898,5.66244552812594
2908,ITA_2019_1,1,1,100,1.566,1,100,-0.616967384497162,1.89629894565862,1.27933156116146
2971,ITA_2019_1,1,9,64,2.468,9,64,-0.163429782836636,2.67796686505327,2.51453708221664
2971,ITA_2019_1,1,2,60,3.042,2,60,0.204034844809541,2.67796686505327,2.88200170986281
2974,ITA_2019_1,1,9,40,2.332,9,40,-0.393127945358186,2.70242807466292,2.30930012930474
2974,ITA_2019_1,1,1,62,3.348,1,62,0.454310821832034,2.70242807466292,3.15673889649496
2975,ITA_2019_1,1,6,18,2.846,6,18,-0.103887513175986,2.874782284119,2.77089477094301
2975,ITA_2019_1,1,1,50,3.194,1,50,0.310062113576808,2.874782284119,3.1848443976958
2980,ITA_2019_1,1,7,50,2.166,7,50,-0.300627465057267,2.27233776537718,1.97171030031991
2990,ITA_2019_1,1,2,56,2.588,2,56,0.42896249280906,1.9931943080581,2.42215680086716
2990,ITA_2019_1,1,9,67,0.982,9,67,-0.964417359107985,1.9931943080581,1.02877694895011
2992,ITA_2019_1,1,9,36,3.616,9,36,0.132426364684655,3.44468604985907,3.57711241454372
2992,ITA_2019_1,1,2,21,3.942,2,21,0.553175629615641,3.44468604985907,3.99786167947471
2997,ITA_2019_1,1,1,14,2.106,1,14,-0.120335491529985,2.36207549310004,2.24174000157005
2997,ITA_2019_1,1,9,97,2.18,9,97,-0.104800763391537,2.36207549310004,2.2572747297085
30,ITA_2019_1,1,7,130,4.38,7,130,0.445182382204313,4.033103216772,4.47828559897631
30,ITA_2019_1,1,4,131,4.638,4,131,0.735421269950345,4.033103216772,4.76852448672234
3010,ITA_2019_1,1,5,58,3.082,5,58,0.718060021093927,2.40373403201333,3.12179405310726
3010,ITA_2019_1,1,5,87,1.32,5,87,-0.908151333438313,2.40373403201333,1.49558269857502
3013,ITA_2019_1,1,7,115,3.972,7,115,0.535891692558417,3.26672278405813,3.80261447661655
3026,ITA_2019_1,1,2,31,0.554,2,31,-1.20218018554181,1.66586709560378,0.46368691006197
3026,ITA_2019_1,1,9,44,2.064,9,44,0.391363684782428,1.66586709560378,2.05723078038621
3042,ITA_2019_1,1,9,103,2.644,9,103,0.922908663530085,1.80600292753169,2.72891159106178
3042,ITA_2019_1,1,1,92,0.528,1,92,-1.61583691590093,1.80600292753169,0.190166011630764
3160,ITA_2019_1,1,8,97,0.852,8,97,-0.732124099848134,1.62851406094735,0.896389961099214
3160,ITA_2019_1,1,4,99,1.184,4,99,-0.110115369377366,1.62851406094735,1.51839869156998
317,ITA_2019_1,1,1,114,1.848,1,114,0.0912150378400291,1.61558323789271,1.70679827573274
317,ITA_2019_1,1,6,126,0.626,6,126,-0.94433246782091,1.61558323789271,0.671250770071799
3170,ITA_2019_1,1,1,41,1.206,1,41,-0.601897895069993,1.91421231248246,1.31231441741247
3172,ITA_2019_1,1,1,90,0.834,1,90,-0.808931100945465,1.29554479274596,0.486613691800499
3172,ITA_2019_1,1,8,53,1.05,8,53,-0.313416341062257,1.29554479274596,0.982128451683706
3173,ITA_2019_1,1,3,120,4.202,3,120,1.60073728315998,2.90044502463042,4.5011823077904
3173,ITA_2019_1,1,7,123,1.574,7,123,-1.37297408913453,2.90044502463042,1.52747093549589
3190,ITA_2019_1,1,8,5,3.644,8,5,-0.0067244751450235,3.53893547995571,3.53221100481068
3190,ITA_2019_1,1,2,34,4.434,2,34,0.771613116356782,3.53893547995571,4.31054859631249
32,ITA_2019_1,1,1,101,2.412,1,101,-0.413714950354639,2.54737221653206,2.13365726617742
32,ITA_2019_1,1,1,30,0.96,1,30,-1.41337789341592,2.54737221653206,1.13399432311614
32,ITA_2019_1,1,7,35,4.306,7,35,1.48568890645333,2.54737221653206,4.03306112298539
32,ITA_2019_1,1,6,34,2.864,6,34,0.272147201980481,2.54737221653206,2.81951941851254
324,ITA_2019_1,1,9,9,0.206,9,9,-1.04004995898585,0.893502300242328,-0.146547658743526
324,ITA_2019_1,1,2,44,0.652,2,44,-0.420512802879534,0.893502300242328,0.472989497362794
327,ITA_2019_1,1,7,126,2.294,7,126,-0.147473435209095,2.4543946512777,2.3069212160686
33,ITA_2019_1,1,2,1,1.478,2,1,-0.358357855386407,2.20371263618166,1.84535478079526
330,ITA_2019_1,1,1,53,1.81,1,53,-0.44139515914395,2.19705277371084,1.75565761456689
330,ITA_2019_1,1,9,102,2.19,9,102,0.0774347429392752,2.19705277371084,2.27448751665012
333,ITA_2019_1,1,9,14,2.568,9,14,-0.53397771459191,2.83993578751779,2.30595807292588
333,ITA_2019_1,1,2,10,3.314,2,10,0.710837953417414,2.83993578751779,3.5507737409352
334,ITA_2019_1,1,9,60,4.638,9,60,0.602607771069519,4.07777407412139,4.68038184519091
334,ITA_2019_1,1,2,29,5.152,2,29,1.00880865295074,4.07777407412139,5.08658272707213
334,ITA_2019_1,1,5,31,3.588,5,31,-0.393233738334447,4.07777407412139,3.68454033578694
338,ITA_2019_1,1,5,128,2.168,5,128,-0.0273232791636078,2.29024833922658,2.26292506006297
338,ITA_2019_1,1,1,43,1.948,1,43,-0.258237046035916,2.29024833922658,2.03201129319066
34,ITA_2019_1,1,2,62,2.01,2,62,-0.355635728634199,2.20694847607451,1.85131274744031
345,ITA_2019_1,1,2,52,0.89,2,52,-0.873902475237855,1.5908756894427,0.71697321420485
353,ITA_2019_1,1,2,85,4.486,2,85,1.52695268299451,2.77987088025962,4.30682356325414
353,ITA_2019_1,1,9,41,1.398,9,41,-1.40062161011372,2.77987088025962,1.3792492701459
366,ITA_2019_1,1,5,18,0.092,5,18,-1.1214817231102,1.29657388800846,0.175092164898261
37,ITA_2019_1,1,6,35,3.156,6,35,0.910737642363828,2.20519682933982,3.11593447170365
37,ITA_2019_1,1,2,127,0.642,2,127,-1.2678469310612,2.20519682933982,0.937349898278624
378,ITA_2019_1,1,9,114,2.556,9,114,0.219703610330107,2.38341441516999,2.60311802550009
378,ITA_2019_1,1,1,54,2.026,1,54,-0.426888652412513,2.38341441516999,1.95652576275747
40,ITA_2019_1,1,9,22,1.6,9,22,-0.512616322770045,1.96652268494033,1.45390636217028
40,ITA_2019_1,1,6,25,2.236,6,25,0.19013022744585,1.96652268494033,2.15665291238618
40,ITA_2019_1,1,4,2,1.51,4,2,-0.235406079747064,1.96652268494033,1.73111660519326
405,ITA_2019_1,1,4,125,0.99,4,125,-1.09327842192241,2.2508198687563,1.15754144683389
405,ITA_2019_1,1,7,48,3.232,7,48,0.77454918298802,2.2508198687563,3.02536905174432
409,ITA_2019_1,1,7,43,2.41,7,43,0.48332170742339,1.68940786275232,2.17272957017571
409,ITA_2019_1,1,1,91,0.758,1,91,-1.27433470920121,1.68940786275232,0.415073153551115
410,ITA_2019_1,1,4,6,2.656,4,6,-0.326138535755904,3.16152471654847,2.83538618079257
410,ITA_2019_1,1,7,19,4.14,7,19,0.773533119887738,3.16152471654847,3.93505783643621
424,ITA_2019_1,1,5,40,0.7,5,40,-0.88225595933693,1.67816019526458,0.795904235927648
424,ITA_2019_1,1,6,81,1.956,6,81,0.0817809391706288,1.67816019526458,1.75994113443521
428,ITA_2019_1,1,3,126,0.532,3,126,-0.831057060448049,1.64180678671438,0.810749726266335
435,ITA_2019_1,1,1,129,3.232,1,129,0.494192315533872,2.77056428412698,3.26475659966085
435,ITA_2019_1,1,7,91,2.566,7,91,-0.375690348895533,2.77056428412698,2.39487393523144
440,ITA_2019_1,1,1,28,2.322,1,28,-0.059647906422498,2.55879440027095,2.49914649384845
447,ITA_2019_1,1,4,124,2.158,4,124,-0.743658594922021,3.07595216277797,2.33229356785595
447,ITA_2019_1,1,7,100,4.416,7,100,1.11906589118213,3.07595216277797,4.1950180539601
45,ITA_2019_1,1,5,96,3.162,5,96,0.28957182268781,3.0410724258585,3.33064424854631
45,ITA_2019_1,1,4,22,3.07,4,22,0.0564931488212248,3.0410724258585,3.09756557467972
457,ITA_2019_1,1,9,129,4.088,9,129,0.649803758241788,3.26970260723302,3.91950636547481
457,ITA_2019_1,1,4,34,3.214,4,34,-0.111405311131283,3.26970260723302,3.15829729610174
462,ITA_2019_1,1,2,89,1.97,2,89,-0.854255256179409,2.66693062972945,1.81267537355004
462,ITA_2019_1,1,9,30,3.624,9,30,0.885576165532462,2.66693062972945,3.55250679526191
465,ITA_2019_1,1,6,27,2.708,6,27,0.0146633884890042,2.61869541350956,2.63335880199856
465,ITA_2019_1,1,1,84,2.96,1,84,-0.023920003617564,2.61869541350956,2.594775409892
472,ITA_2019_1,1,9,33,2.13,9,33,-0.276918376453293,2.35338562538695,2.07646724893366
472,ITA_2019_1,1,2,25,2.406,2,25,0.0444718335823406,2.35338562538695,2.39785745896929
473,ITA_2019_1,1,7,109,3.674,7,109,0.362478491553266,3.09298053518585,3.45545902673911
473,ITA_2019_1,1,5,1,2.99,5,1,0.0272537990245301,3.09298053518585,3.12023433421038
483,ITA_2019_1,1,9,66,1.09,9,66,-0.893578051476037,2.0307963835097,1.13721833203366
483,ITA_2019_1,1,2,67,2.582,2,67,0.389755657399085,2.0307963835097,2.42055204090878
488,ITA_2019_1,1,1,82,2.936,1,82,-0.0271164196170295,2.5974651501519,2.57034873053487
489,ITA_2019_1,1,8,14,0.288,8,14,-1.13917629919907,1.27554003455214,0.136363735353071
49,ITA_2019_1,1,1,119,2.218,1,119,0.0701883559240177,2.06853383530041,2.13872219122443
49,ITA_2019_1,1,6,29,1.594,6,29,-0.54226439341928,2.06853383530041,1.52626944188113
491,ITA_2019_1,1,1,128,3.23,1,128,-0.12387008517252,3.37653571814781,3.25266563297529
491,ITA_2019_1,1,6,33,4.178,6,33,0.75214110907068,3.37653571814781,4.12867682721849
50,ITA_2019_1,1,2,49,5.068,2,49,0.578497181886892,4.31085676491007,4.88935394679696
50,ITA_2019_1,1,9,11,5.462,9,11,0.835764620529766,4.31085676491007,5.14662138543984
508,ITA_2019_1,1,7,63,3.644,7,63,0.353203243389971,3.15696119317033,3.5101644365603
508,ITA_2019_1,1,1,93,3.58,1,93,0.0903523099234955,3.15696119317033,3.24731350309382
515,ITA_2019_1,1,7,103,2.478,7,103,0.0484326072982242,2.20088379060212,2.24931639790034
515,ITA_2019_1,1,5,65,1.748,5,65,-0.409170208433787,2.20088379060212,1.79171358216833
52,ITA_2019_1,1,2,61,0.53,2,61,-1.03200648059757,1.40293468069012,0.370928200092549
522,ITA_2019_1,1,6,32,4.01,6,32,0.672354746525755,3.28346771980157,3.95582246632733
522,ITA_2019_1,1,1,115,3.29,1,115,-0.122376498680127,3.28346771980157,3.16109122112145
526,ITA_2019_1,1,2,97,0.464,2,97,-1.76213118822454,2.14960649180821,0.387475303583666
526,ITA_2019_1,1,8,100,3.484,8,100,1.35825693278903,2.14960649180821,3.50786342459724
533,ITA_2019_1,1,9,78,2.47,9,78,-0.0412647812801032,2.54999098329999,2.50872620201989
533,ITA_2019_1,1,2,57,2.688,2,57,-0.0257889355783365,2.54999098329999,2.52420204772165
543,ITA_2019_1,1,1,112,2.004,1,112,-0.361671250475251,2.19977394522962,1.83810269475437
546,ITA_2019_1,1,9,34,3.412,9,34,0.386528491858933,2.97697166620885,3.36350015806778
546,ITA_2019_1,1,2,78,3.07,2,78,-0.0943878177370068,2.97697166620885,2.88258384847184
548,ITA_2019_1,1,4,33,4.098,4,33,-0.00160610420892127,4.04930001237255,4.04769390816363
548,ITA_2019_1,1,9,42,5.26,9,42,1.19583519274619,4.04930001237255,5.24513520511875
549,ITA_2019_1,1,9,123,2.678,9,123,0.0237453240199974,2.59440972507469,2.61815504909469
549,ITA_2019_1,1,1,98,2.842,1,98,-0.0534320977390399,2.59440972507469,2.54097762733565
55,ITA_2019_1,1,2,8,0.584,2,8,-0.812319687751898,1.66408023081769,0.851760543065794
56,ITA_2019_1,1,9,110,0.908,9,110,-1.18880242657476,2.16800443850376,0.979202011929001
56,ITA_2019_1,1,1,58,3.1,1,58,0.800405309855642,2.16800443850376,2.9684097483594
560,ITA_2019_1,1,6,36,2.474,6,36,-1.29738596032414,3.7367074774567,2.43932151713255
560,ITA_2019_1,1,9,131,4.698,9,131,0.753266289196982,3.7367074774567,4.48997376665368
560,ITA_2019_1,1,1,103,5.474,1,103,1.47538256541139,3.7367074774567,5.21209004286809
562,ITA_2019_1,1,6,86,3.082,6,86,-0.289401693238256,3.16473199176692,2.87533029852867
562,ITA_2019_1,1,9,132,3.578,9,132,0.185298264442386,3.16473199176692,3.35003025620931
562,ITA_2019_1,1,4,50,3.786,4,50,0.554196109855525,3.16473199176692,3.71892810162245
564,ITA_2019_1,1,1,51,3.678,1,51,0.676052511729839,2.97775763209144,3.65381014382128
564,ITA_2019_1,1,9,121,2.624,9,121,-0.383250649531211,2.97775763209144,2.59450698256023
565,ITA_2019_1,1,6,22,1.732,6,22,-0.440926723718509,2.09147758053802,1.65055085681951
565,ITA_2019_1,1,1,48,2.06,1,48,-0.0118480551313263,2.09147758053802,2.0796295254067
567,ITA_2019_1,1,5,118,3.33,5,118,0.345896636812547,3.04087232344748,3.38676896026002
57,ITA_2019_1,1,1,52,2.752,1,52,-0.215352282531324,2.92835346383972,2.71300118130839
57,ITA_2019_1,1,7,44,3.626,7,44,0.466593247861807,2.92835346383972,3.39494671170153
570,ITA_2019_1,1,1,47,1.88,1,47,-0.327265314442259,2.24067288583777,1.91340757139551
575,ITA_2019_1,1,3,112,2.532,3,112,0.136516840221507,2.69400343108494,2.83052027130644
575,ITA_2019_1,1,6,3,2.576,6,3,-0.0824211338243153,2.69400343108494,2.61158229726062
577,ITA_2019_1,1,5,2,3.146,5,2,0.778088605886905,2.49283091027402,3.27091951616092
577,ITA_2019_1,1,8,17,1.77,8,17,-0.89322781804007,2.49283091027402,1.59960309223395
582,ITA_2019_1,1,2,119,1.358,2,119,-0.469925065046789,2.07109073403834,1.60116566899156
584,ITA_2019_1,1,3,124,0.298,3,124,-0.933929081691001,1.5195210078005,0.5855919261095
587,ITA_2019_1,1,5,62,3.968,5,62,1.27209597597956,2.73421147369504,4.00630744967461
587,ITA_2019_1,1,7,59,1.698,7,59,-1.18417554646033,2.73421147369504,1.55003592723471
592,ITA_2019_1,1,7,62,2.848,7,62,-0.770556083871003,3.48150142641283,2.71094534254182
592,ITA_2019_1,1,1,78,5.324,1,78,1.48712874567282,3.48150142641283,4.96863017208565
6,ITA_2019_1,1,1,69,1.045,1,69,-1.34343528327949,2.10611209582899,0.762676812549507
6,ITA_2019_1,1,6,4,2.984,6,4,0.902971683875583,2.10611209582899,3.00908377970458
601,ITA_2019_1,1,2,69,2.328,2,69,0.608716671249834,1.55410890562473,2.16282557687456
601,ITA_2019_1,1,9,85,0.916,9,85,-0.592499154446642,1.55410890562473,0.961609751178087
601,ITA_2019_1,1,9,76,1.584,9,76,0.0697747336386589,1.55410890562473,1.62388363926339
601,ITA_2019_1,1,7,112,0.454,7,112,-1.29898156593642,1.55410890562473,0.255127339688313
601,ITA_2019_1,1,2,27,1.9,2,27,0.30815705104041,1.55410890562473,1.86226595666514
61,ITA_2019_1,1,4,62,2.25,4,62,-0.0979234286522437,2.40030616400831,2.30238273535606
61,ITA_2019_1,1,9,127,2.666,9,127,0.135525278823582,2.40030616400831,2.53583144283189
61,ITA_2019_1,1,6,113,2.33,6,113,-0.230576831519297,2.40030616400831,2.16972933248901
629,ITA_2019_1,1,2,33,5.568,2,33,1.37384404228732,4.08097369145134,5.45481773373866
629,ITA_2019_1,1,9,5,4.358,9,5,-0.15296970181663,4.08097369145134,3.92800398963471
639,ITA_2019_1,1,1,102,3.648,1,102,0.203023258476234,3.17438642114366,3.3774096796199
639,ITA_2019_1,1,6,6,3.424,6,6,0.255191141010149,3.17438642114366,3.42957756215381
65,ITA_2019_1,1,1,118,4.626,1,118,0.672406221379966,3.86218684115849,4.53459306253846
65,ITA_2019_1,1,5,59,2.952,5,59,-0.871231076008158,3.86218684115849,2.99095576515033
65,ITA_2019_1,1,4,123,3.354,4,123,-0.326673821543662,3.86218684115849,3.53551301961483
65,ITA_2019_1,1,9,29,4.448,9,29,0.50741165166681,3.86218684115849,4.3695984928253
65,ITA_2019_1,1,9,1,5.262,9,1,0.892121468517305,3.86218684115849,4.7543083096758
65,ITA_2019_1,1,1,65,4.49,1,65,0.394559564247315,3.86218684115849,4.2567464054058
65,ITA_2019_1,1,3,103,3.614,3,103,0.00536044181220863,3.86218684115849,3.8675472829707
65,ITA_2019_1,1,6,122,4.482,6,122,0.584185517257772,3.86218684115849,4.44637235841626
65,ITA_2019_1,1,3,64,3.608,3,64,-0.240832509585907,3.86218684115849,3.62135433157258
65,ITA_2019_1,1,2,41,3.19,2,41,-0.843818001258191,3.86218684115849,3.0183688399003
65,ITA_2019_1,1,2,65,4.314,2,65,0.292596460345408,3.86218684115849,4.1547833015039
65,ITA_2019_1,1,9,100,4.684,9,100,0.904273481669273,3.86218684115849,4.76646032282776
65,ITA_2019_1,1,1,6,3.696,1,6,-0.0711420041437179,3.86218684115849,3.79104483701477
65,ITA_2019_1,1,5,32,4.634,5,32,0.869065757843164,3.86218684115849,4.73125259900165
65,ITA_2019_1,1,6,59,3.91,6,59,-0.0485326974676559,3.86218684115849,3.81365414369083
65,ITA_2019_1,1,9,99,3.844,9,99,0.0628053587021986,3.86218684115849,3.92499219986069
65,ITA_2019_1,1,9,19,4.046,9,19,-0.00157732029156854,3.86218684115849,3.86060952086692
65,ITA_2019_1,1,7,52,3.654,7,52,-0.390541649307002,3.86218684115849,3.47164519185149
65,ITA_2019_1,1,8,73,3.16,8,73,-0.575719009061943,3.86218684115849,3.28646783209655
65,ITA_2019_1,1,8,129,3.048,8,129,-0.777896339293565,3.86218684115849,3.08429050186493
652,ITA_2019_1,1,6,58,1.544,6,58,-0.584716729989305,2.04049253368336,1.45577580369405
652,ITA_2019_1,1,5,50,2.066,5,50,0.0890511516557599,2.04049253368336,2.12954368533912
653,ITA_2019_1,1,4,19,5.838,4,19,1.49001328084396,4.40090387812352,5.89091715896748
66,ITA_2019_1,1,1,40,1.33,1,40,-0.676018570191424,2.12222405683859,1.44620548664717
66,ITA_2019_1,1,8,30,2.608,8,30,0.249109040688098,2.12222405683859,2.37133309752669
662,ITA_2019_1,1,9,122,2.774,9,122,-0.108915262212083,2.83843537952618,2.7295201173141
662,ITA_2019_1,1,1,109,3.324,1,109,0.284513293737957,2.83843537952618,3.12294867326414
670,ITA_2019_1,1,2,22,1.452,2,22,-0.429642623136016,1.9210727170744,1.49143009393838
670,ITA_2019_1,1,9,88,1.702,9,88,-0.166484006516326,1.9210727170744,1.75458871055807
673,ITA_2019_1,1,5,92,1.98,5,92,-0.392942062600929,2.55126516670032,2.15832310409939
673,ITA_2019_1,1,5,71,2.802,5,71,0.326960243251669,2.55126516670032,2.87822540995199
